ticker,fundamentals_score,trading_signal,confidence,sector,industry,market_cap,current_price,return_on_equity,return_on_assets,return_on_invested_capital,net_profit_margin,debt_to_equity,current_ratio,revenue_growth,earnings_growth,fcf_yield,earnings_quality,pe_ratio,pb_ratio,beta,individual_scores,data_completeness,success
UPS,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ARKG,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
AMZN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
SPOT,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
OPEN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
FTNT,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
TECH,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
TRVG,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
EXPE,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
WISH,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
TLRY,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
SBUX,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
PANW,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
AMGN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
HON,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ADP,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
MU,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
INTC,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
REGN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
CRWD,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
PYPL,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
LRCX,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
MRVL,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
CDNS,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
KLAC,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
FTNT,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ORLY,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
DASH,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ABNB,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ROP,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ADI,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
NXPI,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
CSX,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
GILD,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ISRG,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
PCAR,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
TXN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
MSFT,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
TSLA,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
AMZN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
META,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
GOOGL,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
NVDA,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
AVGO,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
NFLX,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
COST,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
